kvo,"Dobel, Doibel, Kobroor, Kobro’or, Sersifar Tannin"
kvp,"Kompane, Komfana, Kongampani"
kvr,"Kerinci, Kerinchi, Kinchai"
kvv,"Kola, Kulaha, Marlasi, Warilau"
kvw,"Wersing, Kolana, Kolana-Wersin, Warsina, Wersin"
kvz,"Tsaukambo, Kotogüt, Tsakwambo, Tsokwambo"
kwe,"Kwerba, Airmati, Armati, Koassa, Mataweja, Naibedj, Segar Tor, Serikenam, Tekutameso"
kwh,"Kowiai, Adi, Aiduma, Kaiwai, Kajumerah, Kayumerah, Koiwai, Kuiwai, Namatota, Namatote"
kwr,Kwer
kwt,Kwesten
kxq,"Kanum (Smärky), Enkelembu, Kenume, Knwne"
kyd,"Karey, Kerei, Krei"
kyo,"Klon, Kalong, Kelon, Kelong, Kolon"
kyt,"Kayagar, Kajagar, Kaygi, Kaygir, Wiyagar"
kzb,"Kaibobo, Kaibubu"
kzd,Kadai
kzf,"Kaili (Da’a), Binggi, Bunggu, Da’a, Pakawa, Pekava, Pekawa"
kzl,"Kayeli, Caeli, Cajeli, Gaeli, Kajeli"
kzm,"Kais, Aiso, Atori, Kampung Baru, Mintamani"
kzp,"Kaidipang, Dio, Kaidipang-Bolangitang"
kzu,"Kayupulau, Kajupulau"
kzv,Komyandaret
kzx,"Kamarian, Kamariang, Seruawan"
kzz,"Kalabra, Beraur"
lau,"Laba, Kedi, South Loloda"
law,"Lauje, Laudje, Tinombo"
lbw,"Tolaki, Laki, Lolaki, Tokia, Tololaki, To’olaki"
lbx,"Lawangan, Luwangan, Northeast Barito"
lcc,"Legenyem, Laganyan"
lcd,Lola
lce,"Sekak, Lonchong, Loncong, Lontjong, Orang Laut, Sawang, Seka, Sekah"
lcf,Lubu
lcl,"Lisela, Buru, Li Enyorot, Liet Enjorot, North Buru, Wayapo"
lcq,"Luhu, Piru"
lcs,"Lisabata-Nuniali, Lisabata, Noniali, Nuniali"
lev,"Pantar (Western), Lamma, Lamma’, Lemma, Mauta, Pantar Barat"
lew,"Kaili (Ledo), Ledo, Paloesch, Palu"
lex,"Luang, Letri Lgona, Lgona, Literi Lagona"
ley,"Lemolang, Baebunta, Limola, Limolang"
lgi,Lengilu
lhh,"Laha, Central Ambon"
lio,"Liki, Moar"
liw,"Col, Cul, Sindang"
lix,Liabuku
lje,"Rampi, Ha’uwa, Leboni, Rampi-Leboni"
lji,"Laiyolo, Barang-Barang, Da’ang"
ljl,"Li’o, Aku, Lio, Lionese, Tanah Kunu"
ljp,"Lampung Api, Api, Lampong, Lampung, Lampung Pesisir"
llg,"Lole, Ba’a, Baä, Central Rote, Loleh, Rote, Rote Tengah, Roti, Rotinese"
llm,Lasalimu
llq,Lolak
lmf,Lembata (South)
lmj,"Lembata (West), Labalekan, Mingar"
lmq,"Lamatuka, Lamatoka"
lmr,"Lamalera, Kawela, Lebatukan, Mulan"
lmy,Lamboya
lnd,"Lun Bawang, Lun Daya, Lun Dayah, Lun Daye, Lun Dayoh, Lundaya Putuk, Lundayeh, Southern Murut"
loa,"Loloda, Loda, North Loloda"
loe,"Saluan, Loinang, Loindang, Madi, Mondono"
lox,Loun
lpe,Lepki
lrn,Lorang
lrt,"Malay (Larantuka), Bahasa Nagi, Ende Malay, Melayu Larantuka, Nagi"
lti,Leti
ltu,Latu
lur,"Laura, Laora"
lvu,"Levuka, Lembata, Lewokukun, Lewuka, Painara"
lwe,Lewo Eleng
lwt,"Lewotobi, Southwest Lamaholot"
mad,"Madura, Basa Mathura, Madhura, Madurese"
mak,"Makasar, Goa, Macassar, Macassarese, Makassa, Makassaarsche, Makassar, Makassarese, Mangasara, Mengkasara, Taena, Tena"
max,"Malay (North Moluccan), Ternate Malay"
mdr,"Mandar, Andian, Mandharsche, Manjar"
mej,"Meyah, Arfak, Mansibaber, Meah, Meax, Mejach, Mejah, Meyach"
mfb,Bangka
mfp,"Malay (Makassar), Macassarese Malay, Makassarese Malay, Sulsel Indonesian, Ujung Pandang Indonesian"
mgf,"Maklew, Makleu"
mgk,Mawes
mhp,Malay (Balinese)
mhs,"Buru, Boeroe, Buruese"
mhy,"Ma’anyan, Ma’anjan, Maanyak Dayak"
mhz,"Mor, Austronesian Mor"
mkn,"Malay (Kupang), Basa Kupang, Kupang"
mky,"Makian (East), Makian Dalam, Makian Timur"
mli,Malimpung
mmb,Momina
mnb,"Muna, Wuna"
mnu,"Mer, Miere, Muri"
mnx,"Manikion, Mantion, Sogh, Sougb"
mnz,"Moni, Djonggunu, Jonggunu, Migani"
mog,"Mongondow, Bolaang Mongondow, Bolang-Mogondo, Minahassa, Mongondou"
mok,"Morori, Marori, Moaraeri, Moraori, Morari"
moq,"Mor, Mor2"
mpy,"Mapia, Mapian"
mqa,"Maba, Bicoli, Bitjoli, Ingli"
mqc,"Mangole, Mangoli, Sula Mangoli"
mqf,"Momuna, Somage, Somahai, Sumohai"
mqg,Malay (Kota Bangun Kutai)
mqi,"Mariri, Mairiri"
mqj,"Mamasa, Mamasa Toraja"
mqn,"Moronene, Maronene"
mqo,"Modole, Madole"
mqp,"Manipa, Soow Huhelia"
mqr,Mander
mqs,"Makian (West), Makian Barat, Makian Luar"
mqx,"Mamuju, Mamoedjoe, Mamoedjoesch, Mamudju, Udai"
mrf,"Elseng, Djanggu, Janggu, “Morwap” (pej.), Sawa, Tabu"
mrx,"Dineor, Maremgi, Marengge"
mrz,"Marind, Gawir, Holifoersch, Southeast Marind, Tugeri"
msf,"Mekwei, Demenggong-Waibron-Bano, Menggei, Menggwei, Moi, Mooi, Munggai, Mungge, Munkei, Waipu"
msg,Moraid
msl,"Molof, Poule"
mso,"Mombum, Kemelom, Kemelomsch, Komolom"
mss,"Masela (West), West Marsela"
mtd,Mualang
mtg,"Una, Goliath, Langda, Mt. Goliath, Oranje-Gebergte"
mth,"Munggui, Natabui"
mtj,"Moskona, Meninggo, Meningo, Meyah, Sabena"
mui,"Musi, Palembang, Palembangnese, Sekayu"
mvd,"Mamboru, Memboro"
mvp,"Duri, Masenrempulu, Massenrempulu"
mvr,Marau
mvs,"Massep, Masep, Potafa, Wotaf"
mvx,"Meoswar, War"
mwv,"Mentawai, Mentawei, Mentawi"
mxd,Modang
mxn,"Moi, Mekwei, Mooi, Mosana, Waipu"
mxz,"Masela (Central), Central Marsela, Marsela-South Babar"
myl,"Moma, Kulawi"
mzq,"Mori Atas, Aikoa, Berg-Tomori, Boven-Mori, Upper Mori, West Mori"
naa,Namla
nae,Naka’ela
nbn,"Kuri, Modan, Nabi"
nbq,Nggem
ndx,"Nduga, Dauwa, Dawa, Ndauwa, Ndugwa, Pesecham, Pesechem, Pesegem"
nea,"Ngad’a (Eastern), Southeast Ngada"
nec,"Nedebang, Balungada, Klamu, Nédebang"
ner,"Yahadian, Jahadian, Nerigo, Yabin Yahadian"
nfa,"Dhao, Dao, Kahore, Ndao, Ndaonese, Ndaundau"
nia,"Nias, Batu, Nias Selatan"
nij,"Ngaju, Biadju, Dayak Ngaju, Ngadju, Ngaja, Ngaju Dayak, Southwest Barito"
nil,Nila
nir,"Nimboran, Nambrong"
njs,"Nisa, Bonefa, Kerema"
nkj,"Nakai, Na’ai, Nagai, Na’i"
nks,"Asmat (North), Keenok"
nlc,"Nalca, Hmanggona, Hmonono, Kimjal, Kimyal, Naltje, Naltya"
nlk,"Yali (Ninia), Jalè, Jaly, Ninia, North Ngalik, Southern Yali, Yali Selatan"
nni,"Nuaulu (North), Fatakai, Nuaulu, Patakai"
nps,"Nipsan, Southern Jale, Yale-Nipsan"
npy,"Napu, Pekurehua"
nqm,Ndom
nsy,Nasal
nul,"Nusa Laut, Nusalaut"
nxe,"Nage, Nagé, Nage-Keo"
nxg,"Ngad’a, Badjava, Bajava, Bajawa, Nad’a, Ngada, Nga’da, Ngadha, Rokka"
nxl,"Nuaulu (South), Fatakai, Nuaulu, Patakai"
nxu,Narau
nxx,Nafri
oia,"Oirata, Maaro"
oni,"Onin, Onim, Sepa"
onx,Onin Based Pidgin
opk,"Kopkaka, Kopka"
orz,Ormu
osi,"Osing, Banyuwangi"
otd,"Ot Danum, Dohoi, Malahoi, Uud Danum, Uut Danum"
pas,Papasena
pdn,"Fedan, Fandanus, Podena"
pdo,"Padoe, Alalao, Pado-e, Padoé, South Mori"
pea,"Indonesian (Peranakan), Baba Indonesian, Chinese Indonesian, Peranakan"
pee,"Taje, Andje, Lole, Petapa"
pel,Pekal
pey,"Petjo, Peco’, Pecok, Petjoh"
pgu,"Pagu, Pago, Pagoe"
pku,"Paku, Bakau"
ple,"Palu’e, Lu’a, Palue, Paluqe"
plh,Paulohi
pmc,"Palumata, Balamata, Palamata"
pmf,"Pamona, Baree, Bare’e, Poso"
pmo,Pom
pmy,Malay (Papuan)
pnc,"Pannei, Tapango"
pni,"Aoheng, Penihing"
pnp,"Pancana, Pantjana"
pns,"Ponosakan, Ponasakan"
ppk,"Uma, Koro, Oema, Pipikoro"
ppm,Papuma
pru,"Puragi, Mogao"
psa,"Awyu (Asue), Miaro, Miaro Awyu, Pisa"
pse,"Malay (Central), Bengkulu, Besemah, Enim, Lintang, Midden Maleisch, Ogan, Pasemah, Semendo, Serawai"
psn,"Panasuan, To Pamosean, To Panasean"
ptn,Patani
ptt,"Enrekang, Endekan, Endekan Timur"
ptu,"Bambam, Pitu Uluna Salu, Pitu-Ulunna-Salu"
puc,Punan Merap
pud,"Punan Aput, Aput"
puf,Punan Merah
puj,Punan Tubu
put,"Putoh, Putuk"
rac,Rasawa
ran,"Riantana, Kimaam"
raz,"Rahambuu, Lellewao, Lellewau, Noihe, Wiaoe, Wiau"
reb,Rembong
rej,"Rejang, Djang, Redjang"
ret,"Reta, Retta"
rgu,"Rikou, Eastern Rote, Ringgou, Rote, Rote Timur, Roti, Rotinese"
rir,Ribun
riu,"Riung, Far Eastern Manggarai"
rjg,"Rajong, Razong"
rmh,Murkim
rmm,"Roma, Romang"
rnn,"Roon, Ron"
rob,"Tae’, East Toraja, Luwu’, Luwu-Rongkong, Rongkong, Rongkong-Luwu, Tae’ Tae’, Taeq, “Toala’"", Toraja Timur, Toware"
ror,Rongga
rth,"Ratahan, Bentenan, Pasan, Toratan"
saj,"Sahu, Sahu’u, Sau, Sa’u"
sao,"Sause, Seuce"
sas,"Sasak, Lombok"
sau,"Saleman, Hatue, Sawai, Seleman, Wahai"
saw,"Sawi, Aejauroh, Sawuy"
sbg,Seget
sbr,"Sembakung Murut, Sembakoeng, Sembakong, Simbakong, Tingalun, Tinggalan, Tinggalum"
sbt,"Kimki, Aipki, Kimgi, Sukubatom, Sukubatong"
sbx,Seberuang
scg,Sanggau
sda,"Toraja-Sa’dan, Sada, Sadan, Sa’dan, Sadang, Sa’dansche, South Toraja, Tae’, Taeq, Toradja, Toraja"
sdm,"Semandang, Kualan-Semandang"
sdu,"Sarudu, Doda’"
set,"Sentani, Buyaka"
seu,"Serui-Laut, Arui"
sge,"Segai, Ga’ay, Segayi"
sgu,"Salas, Lenkaitahe, Liambata, Salas Gunung"
sjb,"Sajau Basap, Sajau, Sujau"
skh,"Sikule, Sichule, Sikhule, Wali Banuah"
ski,"Sika, Krowe, Maumere, Sara Sikka, Sikka, Sikkanese"
sko,"Seko Tengah, Pewanean, Pewaneang, Pohoneang, Seko"
skv,"Skou, Sekol, Sekou, Sko, Skouw, Skow, Sukou, Te Mawo, Tumawo"
skx,"Seko Padang, Seko, Wono"
skz,"Sekar, Seka"
slg,"Selungai Murut, Murut"
slp,"Lamaholot, Solor, Solorese"
slu,"Selaru, Salaru"
sly,"Selayar, Salajar, Salayar, Salayer, Saleier, Siladja, Silajara"
slz,"Ma’ya, Sailolof, Salawati, Samate"
smr,"Simeulue, Long Bano, Simalur, Simeuloë, Simulul"
smw,"Sumbawa, Semawa, Sumbawarese"
snu,"Viid, Senggi"
sob,"Sobei, Biga, Imasi, Liki"
spb,"Sepa, Tamilouw"
spi,Saponi
spr,Saparua
sre,"Bakati’ (Sara), Riok"
srl,"Isirawa, Okwasar, Saberi, Saweri"
srt,Sauri
srw,Serua
ssq,"So’a, Soa"
ste,"Liana-Seti, Liambata-Kobi, Liana, Lianan, Teula, Uhei Kachlakan, Uhei Kaclakin, Uhei Kahlakim"
sun,"Sunda, Priangan, Sundanese"
sve,Serili
swr,"Saweru, Sarwar Use"
sws,"Seluwasan, Selvasa, Selwasa"
swt,"Sawila, Tanglapui"
swu,"Suwawa, Bonda, Bone, Bunda, Bune, Suvava, Toewawa"
sxn,"Sangir, Sangi, Sangih, Sangihé, Sangirese"
sya,"Siang, Ot Siang"
szb,"Ngalum, Sibil"
szn,"Sula, Sanana"
szp,"Suabo, Iagu, Inanwatan, Mirabo, Suabau"
szw,"Sawai, Weda, Weda-Sawai, Were"
tad,"Tause, Darha, Doa"
tbp,"Diebroud, Bok, Dabra, Taburta, Taria, Taworta, Taworta-Aero"
tby,"Tabaru, Tobaru"
tcg,"Tamagario, Buru, Tamaraw, Wagow, Wiyagar"
tcm,"Tanahmerah, Sumeri, Sumerine"
tcq,"Kaiy, Kai, Taori-Kaiy, Taori-Kei, Todi"
tdi,Tomadino
tdj,"Tajio, Adjio, Kasimbar, Ta’adjio, Tadjio"
tdn,"Tondano, Tolou, Tolour, Tondanou, Toulour"
tds,"Doutai, Taori, Taori-So, Tolitai"
tes,"Tengger, Tenggerese"
tet,"Tetun, Belo, Belu, Fehan, Teto, Tettum, Tetu, Tetum, Tetun Belu, Tetung"
tev,"Teor, Tio’or"
tfo,"Tefaro, Demba"
tft,Ternate
tid,"Tidong, Camucones, Tedong, Tidoeng, Tidung, Tiran, Tirones, Tiroon, Zedong"
tip,Trimuris
tjg,"Tunjung, Tunjung Dayak"
tkx,Tangko
tlb,Tobelo
tld,"Talaud, Talaur, Talaut, Talodda"
tlg,"Tofanma, Tofamna"
tlk,"Taloki, Talloki, Taluki"
tln,"Talondo’, Talondo Kondo"
tlt,"Teluti, Silen, Taluti, Tehoru, Tihoru, Wolu"
tlu,"Tulehu, Northeast Ambon, Sou Amana Teru"
tlv,"Taliabu, Taliabo"
tmg,"Ternateño, Ternatenyo"
tmj,"Samarokena, Karfasia, Samarkena, Tamaja, Tamaya"
tml,"Citak (Tamnim), Asmat Darat, Tamnim"
tmn,"Taman, Dayak Taman, Taman Dayak"
tmu,"Iau, Foi, Iaw, Turu, Urundi, Ururi, Yau"
tni,Tandia
tnm,"Tabla, Jakari, Tabi, Tanah Merah, Tanahmerah 2, Tepera"
tnt,"Tontemboan, Pakewa, Tompakewa, Tountemboan"
tnw,"Tonsawang, Tombatu"
tom,"Tombulu, Minahasa, Minhasa, Tombalu, Tombula, Tombulu’, Toumbulu"
toy,Topoiyo
tpf,"Tarpia, Sufrai, Tarfia"
tpg,"Kula, Kola, Lamtoka, Lantoka, Tanglapui"
tre,"Tarangan (East), East Trangan, Tarangan Timur"
trt,"Tunggare, Tarunggare, Turunggare"
tti,"Tobati, Enggros, Humboldt Jotafa, Jayapura, Jotafa, Tobwadic, Yautefa, Yotafa"
ttn,"Towei, Towe"
ttp,"Tombelala, Baria, Belala, Mbelala"
tty,"Sikaritai, Aikwakai, Araikurioko, Ati, Sikari, Tori, Tori Aikwakai"
tuj,Tugutil
tve,Te’un
tvm,"Tela-Masbuar, Masbuar-Tela, Tela’a"
tvo,Tidore
tvw,"Sedoa, Baria, Tawaelia, Tawailia, Topobaria"
twe,"Teiwa, Tewa"
twg,Tereweng
twu,"Termanu, Central Rote, Pa’da, Rote, Rote Tengah, Roti, Rotinese"
twy,"Tawoyan, Tabojan, Tabojan Tongka, Taboyan, Tabuyan, Tawoyan Dayak, Tewoyan"
txe,"Totoli, Gage, Tolitoli, Tontoli"
txm,"Tomini, Mouton, Moutong, Tiadje, Tialo"
txn,"Tarangan (West), Tarangan Barat, West Trangan"
txq,"Tii, Rote, Rote Barat, Roti, Rotinese, Thie, Ti, Western Rote"
txs,"Tonsea, Tonsea’"
txt,"Citak, Asmat Darat, Cicak, Kaunak, Tjitak, Tjitjak"
tyn,"Kombai, Komboy"
tzn,"Tugun, Mahuan, Tutunohan"
udj,"Ujir, Udjir"
ues,Kioko
uhn,"Damal, Amung, Amung Kal, Amungme, Amuy, Enggipiloe, Hamung, Oehoendoeni, Uhunduni"
uka,Kaburi
ulf,"Usku, Afra"
ulm,"Ulumanda’, Awo-Sumakuyu, Botteng-Tappalang, Kado, Oeloemanda, Tubbi, Ulumandak, Ulunda"
ulu,"Uma’ Lung, Oma Longh"
ums,"Pendau, Ndaoe, Ndau, “Umalasa” (pej.)"
unz,"Kaili (Unde), Banava, Banawa"
urn,"Uruangnirin, Faur, Tubiruasa"
ury,"Orya, Oria, Uria, Warpok, Warpu"
vbb,Babar (Southeast)
vkk,"Kaur, Bintuhan, Ka’ur, Mulak"
vkl,"Kulisusu, Kalisusu, Kolensusu, Kolinsusu"
vko,"Kodeoha, Kondea, Kondeha"
vkt,"Malay (Tenggarong Kutai), Kutai, Tenggarong"
vme,"Masela (East), East Marsela"
vms,"Moksela, Maksela, Opselan"
vto,"Vitou, Takar"
wad,"Wandamen, Bentoeni, Bentuni, Bintuni, Wamesa, Wandamen-Windesi, Windesi, Windessi"
wah,"Watubela, Esiriun, Kasiui, Kasui, Kesui, Matabello, Snabi Watubela, Wesi"
wai,Wares
wbb,"Wabo, Nusari, Woriasi"
wbe,"Waritai, Wari, Weretai"
wbw,"Woi, Wo’oi"
weo,"Wemale, Honitetu, Oemale, Tala"
wet,"Perai, Tutunohan"
wew,"Wejewa, Veveva, Waidjewa, Wajewa, West Sumbanese, Wewewa, Wewjewa, Weyewa"
wfg,"Zorop, Jafi, Jafi Wagarindem, Wagarindem, Wargarindem, Warlef, Yaffi, Yafi"
wgo,"Waigeo, Ambel, Amber, Amberi, Waigiu"
wha,"Manusela, Wahai, Wahinama"
whk,"Kenyah (Wahau), Lebu’ Kulit, Wahau Kenya"
whu,"Kayan (Wahau), Wahau Kajan"
wkd,"Mo, Wakde"
wli,"Waioli, Wajoli, Wayoli"
wlo,"Wolio, Baubau"
wlw,"Walak, Lower Pyramid, Wodo"
wmm,"Maiwa, Masenrempulu"
wms,Wambon
wng,"Wanggom, Wanggo, Wangom"
wnk,"Wanukaka, Wanokaka"
wno,"Wano, Waano"
wod,"Wolani, Woda, Woda-Mo, Wodani"
woi,"Kamang, Kamana-Kamang, Waisika, Woisika"
woo,"Manombai, Manobai, Wamar, Wokam"
wor,Woria
wow,"Wawonii, Wowonii"
wrp,"Waropen, Aropen, Wonti, Worpen"
wru,"Waru, Mapute, Mopute"
wrx,"Wae Rana, Waerana"
wsa,"Warembori, Waremboivoro, Warenbori"
wtw,"Wotu, Wadu"
wul,"Silimo, Paiyage, South Ngalik, Usak, Wulik"
wuy,Wauyai
xau,"Kauwera, Kabera, Kaowerawedj, Kauwerawec, Kauwerawetj, Kawera, Koassa, Tekutameso"
xay,Kayan Mahakam
xbr,"Kambera, East Sumba, East Sumbanese, Hilu Humba, Humba, Oost-Sumbaas, Sumba, Sumbanese"
xdy,"Malayic Dayak, Bamayo, Bumayoh"
xem,"Kembayan, Karambai"
xkd,"Kayan (Mendalam), Mendalam Kajan"
xke,"Kereho, Keriau Punan"
xkl,"Kenyah (Mainstream), Highland Kenyah, Usun Apau Kenyah"
xkn,"Kayan (Kayan River), Kajang, Kayan River Kajan"
xkq,"Koroni, Oengsongi"
xks,"Kumbewaha, Kumberaha, Umbewaha"
xkw,Kembra
xmm,"Malay (Manado), Manadonese Malay, Minahasan Malay"
xmt,"Matbat, Me"
xmx,"Maden, Palamul, Saparan, Sapran"
xmz,"Mori Bawah, Beneden-Tomori, East Mori, Lower Mori, Nahina, Oost-Mori, Petasia"
xod,"Kokoda, Kasuweri, Komudago, Nebes, Oderago, Samalek, Tarof"
xse,"Sempan, Nararapi"
xte,"Ketengban, Kupel, Oktengban"
xwr,"Kwerba Mamberamo, Napok, Nobuk, Nogukwabai, Nopuk, Nopukw, Tatsewalem"
xxk,"Ke’o, Nage-Keo"
yac,"Yali (Pass Valley), Abendago, North Ngalik, Pass Valley, Western Yali, Yaly"
yet,"Yetfa, Biaksi, Biksi, Inisine"
yir,"Awyu (North), Awyu, Djair, Dyair, Jair, Yair"
yki,"Yoke, Bitovondo, Jauke, Pauwi, Yauke, Yoki"
yli,"Yali (Angguruk), Angguruk, Northern Yali, Yalimo"
ymn,"Sunum, Yamna"
yrs,Yarsun
yva,"Yawa, Mantembu, Mora, Turu, Unat, Yapanani, Yava, Yawa Unat"
zbt,"Batui, Baha"
zka,Kaimbulawa
zrs,"Mairasi, Faranyao, Kaniran"
atn,"Ashtiani, Ashtiyani, Astiani"
avd,Alviri-Vidari
ave,"Avestan, Avesta, Pazend"
azb,"Azerbaijani (South), Torki"
bqi,"Bakhtiâri, Lori, Lori-ye Khaveri"
bsg,"Bashkardi, Bashaka"
def,"Dezfuli, Dizfuli"
esh,Eshtehardi
fas,Persian
fay,"Fars (Southwestern), “Tajik” (pej.)"
faz,Fars (Northwestern)
gbz,"Dari (Zoroastrian), “Gabar” (pej.), “Gabri” (pej.), “Yazdi” (pej.)"
glk,"Gilaki, Gelaki, Gilani, Guilaki, Guilani"
goz,Gozarkhani
gzi,Gazi
hrz,Harzani
kfm,Khunsari
kgn,"Karingani, Keringani"
klj,"Khalaj (Turkic), Khalaj"
kmz,"Khorasani Turkish, Quchani"
ktl,Koroshi
lki,"Laki, Alaki, Leki"
lrc,"Luri (Northern), Lori, Luristani"
lrl,"Lari, Larestani"
lsa,"Lasgerdi, Läsgerdi, Lasjerdi, Läsjerdi"
luz,"Luri (Southern), Lor, Lori, Lori-ye Jonubi, Lur"
myz,"Mandaic (Classical), Classical Mandaean"
mzn,"Mazanderani, Gilaki, Mazandarani, Tabri"
ntz,Natanzi
nyq,"Nayini, Biyabanak"
okh,Koresh-e Rostam
pes,"Persian (Iranian), New Persian, Parsi, Persian, West Persian"
prd,"Parsi-Dari, Parsee, Parsee-Dari, Parsi"
psc,Persian Sign Language
qxq,"Kashkay, Kashkai, Qashqa’i, Qashqay"
rat,Razajerdi
rdb,Rudbari
rmt,"Domari, Gypsy, Luti, Mehtar, Middle Eastern Romani, Tsigene"
sdh,Kurdish (Southern)
sgr,"Sangisari, Mahdi Shahri, Mehdishahri, Sangesari, Sängesäri, Sangsari, Sängsari, Sängsäri, Sengiseri, Sengsari"
shm,Shahrudi
siy,Sivandi
slq,Salchuq
smy,"Semnani, Simnani"
soj,Soi
sqo,Sorkhei
srz,Shahmirzadi
syn,"Senaya, Christian Neo-Aramaic, Lshan Sray, Senaaya, Shan Gyanan, Shan Sray, Soray, Sray"
tks,"Takestani, Takistani"
tov,Taromi (Upper)
vaf,Vafsi
vmh,Maraghei
xkc,Kho’ini
xkj,Kajali
xkp,Kabatei
acm,"Arabic (Mesopotamian Spoken), Arabic, Baghdadi, Furati, Iraqi Arabic, Mesopotamian Gelet Arabic, Mesopotamian Qeltu Arabic"
aii,"Assyrian Neo-Aramaic, Aisorski, Assyrian, Assyrianci, Assyriski, Lishana Aturaya, Neo-Syriac, Sooreth, Suret, Sureth, Suryaya Swadaya"
ayp,"Arabic (North Mesopotamian Spoken), Mesopotamian Qeltu Arabic, Moslawi, Syro-Mesopotamian Vernacular Arabic"
bjm,"Bajelani, Bajalani, Bajoran, Bejwan, Chichamachu, Gurani"
ckb,"Kurdish (Central), Kurdi, Sorani"
cld,"Chaldean Neo-Aramaic, Chaldean, Fallani, Fellihi, Kaldaya, Kildani, Lishana Kaldaya, Modern Chaldean, Neo-Chaldean, Soorath, Soorith, Suras, Sureth"
hac,"Gurani, Gorani, Hawramani, Hawrami, Hewrami, Macho, Macho-Zwani"
kqd,"Koy Sanjaq Surat, Koi Sanjaq Soorit, Koi-Sanjaq Sooret, Koy Sanjaq Sooret, Koy Sanjaq Soorit"
kur,Kurdish
mid,"Mandaic, Mandaean, Mandi, Mandini, Modern Mandaic, Neo-Mandaic, Sabean, Sabe’in, Subbi"
sdb,Shabak
sdf,"Sarli, Sarliya"
syr,Syriac
isg,Irish Sign Language
sth,"Shelta, Cant, Gammon, Irish Traveler Cant, Sheldru, The Cant"
aij,"Lishanid Noshan, Galigalu, Hulani, Hula’ula, Jbeli, Kurdit, Lishana Didán"
ajt,Arabic (Judeo-Tunisian)
aju,Arabic (Judeo-Moroccan)
bhh,"Bukharic, Bokharan, Bokharic, Bukharan, Bukharian, Judeo-Tajik"
bjf,"Barzani Jewish Neo-Aramaic, Bijil Neo-Aramaic, Lishan Didan, Lishan Dideni"
hbo,"Hebrew (Ancient), Old Hebrew"
huy,"Hulaulá, ’Aramit, Galiglu, Hula Hula, Jabali, Judeo-Aramaic, Kurdit, Lishana Axni, Lishana Noshan"
isr,"Israeli Sign Language, ISL"
jbe,Judeo-Berber
jge,Judeo-Georgian
jpr,"Dzhidi, Judeo-Persian"
jrb,Judeo-Arabic
jye,"Arabic (Judeo-Yemeni), Judeo-Yemeni, Yemenite Judeo-Arabic"
lad,"Ladino, Dzhudezmo, Haquetiya, Judeo Spanish, Judezmo, Sefardi, Spanyol"
lsd,"Lishana Deni, Judeo-Aramaic, Kurdit, Lishan Hozaye, Lishan Hudaye"
syy,"Al-Sayyid Bedouin Sign Language, ABSL"
tmr,"Jewish Babylonian Aramaic, Babylonian Talmudic Aramaic"
trg,"Lishán Didán, Galihalu, Lakhlokhi, Lishanán, Lishanid Nash Didán, Persian Azerbaijan Jewish Aramaic"
ydd,"Yiddish (Eastern), Judeo-German, Yiddish"
yds,Yiddish Sign Language
yej,"Yevanic, Judeo-Greek, Yevanitika"
yhd,"Arabic (Judeo-Iraqi), Arabi, Iraqi Judeo-Arabic, Jewish Iraqi-Baghdadi Arabic, Yahudic"
yid,Yiddish
yud,"Arabic (Judeo-Tripolitanian), Jewish Tripolitanian-Libyan Arabic, Tripolita’it, Tripolitanian Judeo-Arabic, Yudi"
egl,"Emilian, Bolognese, Ferrarese, Modenese, Parmigiano, Piacentino, Reggiano"
ils,"International Sign, Gestuno, International Sign Language"
ise,"Italian Sign Language, Lingua Italiana Dei Segni, LIS"
itk,"Judeo-Italian, Italkian"
mhn,Mócheno
nap,"Napoletano-Calabrese, Neapolitan-Calabrese"
pms,"Piemontese, Piedmontese, Piemontèis"
scn,"Sicilian, Calabro-Sicilian, Sicilianu, Siculu"
sdc,"Sardinian (Sassarese), Northwestern Sardinian, Sassarese"
sdn,"Sardinian (Gallurese), Gallurese, Northeastern Sardinian"
src,"Sardinian (Logudorese), Central Sardinian, Logudorese, Sard, Sardarese"
srd,Sardinian
sro,"Sardinian (Campidanese), Campidanese, Campidese, Sardu, South Sardinian"
svm,"Slavomolisano, Croato molisano, Molise Croatian, Molise Slavic, Naš jezik, Slavic of Molise"
jcs,"Jamaican Country Sign Language, Country Sign, Konchri Sain"
jls,"Jamaican Sign Language, JSL"
ams,"Amami-Oshima (Southern), Southern Amami-Osima"
jsl,"Japanese Sign Language, Shuwa, Temane"
kzg,Kikai
mvi,Miyako
okn,Oki-No-Erabu
ryn,"Amami-Oshima (Northern), Northern Amami-Osima, Oosima, Oshima, Osima"
rys,"Yaeyama, Yayeyama"
ryu,"Okinawan (Central), Luchu, Okinawan"
tkn,Toku-No-Shima
xug,Kunigami
yoi,Yonaguni
yox,Yoron
jos,"Jordanian Sign Language, LIU, Lughat il-Ishaarah il-Urduniyyah"
kaz,"Kazakh, Kaisak, Kazak, Kosach, Qazaq"
bob,"Aweer, Aweera, Bon, “Boni” (pej.), Ogoda, “Sanye” (pej.), Waboni, Wata-Bala"
bxk,"Lubukusu, Bukusu"
cuh,"Gichuka, Chuka, Chuku, Cuka, Suka"
dal,"Dahalo, Guo Garimani, Sanye"
dav,"Dawida, Dabida, Davida, Kidabida, Kitaita, Taita, Teita"
