IDv2,Speakers,Source,Date added,Raw Thumbnail,Branded Thumbnail,Languages by ISO Code,Captions by ISO Code,Languages Used,Alternate Name,Speaker Notes,Intake notes,Video Nation,Youtube Publish Schedule,Public (Youtube),Licenses,Publicity Clause,Transcribed,Transcription,Translation,Notes,italki call to action,italki active language,italki video has link,Publish order,Secondary Publish,Published on (Facebook),Facebook URL,Languages per video,Youtube Banners Updated,Youtube ID,Youtube URL,Demographics,Geneaology,Top level genealogy per language,Given language name,Video Description,Continent,.IDv1,Record Created At,Video Territory,Caption File Link
Matt_20160609_fra,Matt_Adler_20160608,Matt_Adler_20160608,6/9/2016,Matt_s1_M_20160609_yid.png (https://dl.airtable.com/12qr2b4RzOD3SsD00k6f_Matt_s1_M_20160609_yid.png),,fra,,French,,,,United States,,To Upload,Standard,,,,,,Get a free French lesson with italki: http://promos.italki.com/wikitongues_fra,1 checked out of 1,,,,,,1,,,No ID,"60,000,000 in France (ELDIA 2012). Population total all countries: 74,980,460.","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Oïl, French",Indo-European,§,,"Eurasia, Eurasia, Americas, Eurasia, Eurasia",,2016-6-10,,
Matt_20160609_por,Matt_Adler_20160608,Matt_Adler_20160608,6/9/2016,Matt_s1_M_20160609_yid.png (https://dl.airtable.com/12qr2b4RzOD3SsD00k6f_Matt_s1_M_20160609_yid.png),,por,,Portuguese,,,,United States,,To Upload,Standard,,,,,,Get a free Portuguese lesson with italki: http://promos.italki.com/wikitongues_por,1 checked out of 1,,,,,,1,,,No ID,"10,000,000 in Portugal (ELDIA 2012). Population total all countries: 203,349,200.","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician",Indo-European,§,,"Eurasia, Eurasia",,2016-6-10,,
Matt_20160609_spa,Matt_Adler_20160608,Matt_Adler_20160608,6/9/2016,Matt_s1_M_20160609_yid.png (https://dl.airtable.com/12qr2b4RzOD3SsD00k6f_Matt_s1_M_20160609_yid.png),,spa,,Spanish,,,,United States,,To Upload,Standard,,,,,,Get a free Spanish lesson with italki: http://promos.italki.com/wikitongues_spa,1 checked out of 1,,,,,,1,,,No ID,"38,400,000 in Spain (ELDIA 2012). Population total all countries: 414,170,030. L2 users: 7,490,000 in Spain (ELDIA 2006).","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Castilian",Indo-European,§,,"Eurasia, Eurasia",,2016-6-10,,
Matt_20160609_yid,Matt_Adler_20160608,Matt_Adler_20160608,6/9/2016,Matt_s1_M_20160609_yid.png (https://dl.airtable.com/12qr2b4RzOD3SsD00k6f_Matt_s1_M_20160609_yid.png),Matt_s1_M_20160609_yid.jpg (https://dl.airtable.com/RHx1jTTFRiWzBS9UoLy8_Matt_s1_M_20160609_yid.jpg),yid,,Yiddish,,,,United States,7/12/2016,Public,CC BY-NC 3.0,,,,,,,1 checked out of 1,,,,,,1,,hG5rMFqZ-XQ,https://youtu.be/hG5rMFqZ-XQ,"Population total all languages: 1,510,430.",,,§,,Eurasia,,2016-6-10,,
Matt_20160609_heb,Matt_Adler_20160608,Matt_Adler_20160608,6/9/2016,Matt_s1_M_20160609_yid.png (https://dl.airtable.com/12qr2b4RzOD3SsD00k6f_Matt_s1_M_20160609_yid.png),Matt_s1_M_20160609_heb.jpg (https://dl.airtable.com/g9gTJpETEGoXyyNnTLuQ_Matt_s1_M_20160609_heb.jpg),heb,,Hebrew,,,,United States,9/20/2016,Public,Standard,,,,,,Get a free Hebrew lesson with italki: http://promos.italki.com/wikitongues_heb,1 checked out of 1,,,,,,1,,M1YFrwaQL1I,https://youtu.be/M1YFrwaQL1I,"4,850,000 in Israel (1998). Spoken by all Israelis as L1 or L2. Some who use it as L1 now in Israel learned it as L2 originally. Population total all countries: 5,302,770.","Afro-Asiatic, Semitic, Central, South, Canaanite",Afro-Asiatic,§,,Eurasia,,2016-6-10,,
Mark_20150704_kal,Mark_Levinson_20150704,Mark_Levinson_20150704,7/4/2015,mark-thumbnail-raw.png (https://dl.airtable.com/uQRLDlGpT4AUKfYRYAPQ_mark-thumbnail-raw.png),Mark_s1_M_20150704_kal.jpg (https://dl.airtable.com/0NXPbr49Tx6XVebsvP2K_Mark_s1_M_20150704_kal.jpg),kal,,"Inuktitut, Greenlandic",,,,United States,8/1/2015,Public,CC BY-NC 3.0,checked,checked,"Aluu, qanoq ippit? Markimik ateqarpunga. Kalaallisullu ilinniarlunga. Kalaallisut ukioq ataaseq ilinniarpunga, neriullungalusiunisaami Kalaallit Nunaat takujumaarlugu. Isumaqarpunga Kalaallit nunaat kusanartorujussuusoq. ",,"Video from California, USA
",,1 checked out of 1,,,,,,1,checked,ZrfoXAsPHD4,https://youtu.be/ZrfoXAsPHD4,"50,000 in Greenland (2007 I. Larsen). 3,000 East Greenlandic, 44,000 West Greenlandic, 800 North Greenlandic. Population total all countries: 57,000.","Eskimo-Aleut, Eskimo, Inuit-Inupiaq",Eskimo-Aleut,"Greenlandic,,,,,",,Eurasia,,2015-7-6,,
Mark_20150704_che,Mark_Levinson_20150704,Mark_Levinson_20150704,7/4/2015,mark-thumbnail-raw.png (https://dl.airtable.com/34QD9fkYQ5ihFY1BaUWS_mark-thumbnail-raw.png),Mark_s1_M_20150704_che.jpg (https://dl.airtable.com/TDDvtWExSDuoeJzyUYzw_Mark_s1_M_20150704_che.jpg),che,,Chechen,,,,United States,8/24/2015,Public,CC BY-NC 3.0,checked,,,,"Video from California, USA
",,1 checked out of 1,,,,,,1,checked,cYWddQLxdu4,https://youtu.be/cYWddQLxdu4,"1,350,000 in Russian Federation (2010 census). Population total all countries: 1,361,000. 233,000 monolinguals. Ethnic population: 1,430,000 (2010 census).","North Caucasian, East Caucasian, Nakh, Chechen-Ingush",North Caucasian,"Chechen,,,,,",,Eurasia,,2015-7-6,,
Manjusha_20140624_tel,Manjusha_Raveendran_20140624,Manjusha_Raveendran_20140624,6/24/2014,manjusha.png (https://dl.airtable.com/rxbVDcLZTXWbknblgbNY_manjusha.png),Manjusha_s1_F_20140624_tel.png (https://dl.airtable.com/RrNiKOPmRsqwcsZEk9hS_Manjusha_s1_F_20140624_tel.png),tel,,Telugu,,,,United States,6/24/2014,Public,CC BY-NC 3.0,,checked,,,,Get a free Telugu lesson with italki: http://promos.italki.com/wikitongues_tel,1 checked out of 1,checked,,Facebook,2016-9-23,https://www.facebook.com/wikitongues/videos/1208757992522059/,1,checked,E-hVDqrQq6M,https://youtu.be/E-hVDqrQq6M,"73,800,000 in India (2001 census). Population total all countries: 74,049,000. L2 users: 5,000,000 in India.","Dravidian, South-Central, Telugu",Dravidian,"Telugu,,,,,",,Eurasia,,2014-12-22,,
Ashwath_20140722_knn,Ashwath__20140722,Manjusha_Raveendran_20140624,7/22/2014,ashwath.png (https://dl.airtable.com/wKmnihTmQM2ocAQ0nIgL_ashwath.png),Ashwath_s1_M_20140722_knn.jpg (https://dl.airtable.com/MzM32LFuRX63qJs6lkxa_Ashwath_s1_M_20140722_knn.jpg),knn,,Konkani,,,,United States,7/22/2014,Public,Standard,,checked,,,,,1 checked out of 1,,,,,,1,checked,IahmVXN7xEQ,https://youtu.be/IahmVXN7xEQ,"2,420,000 in India (2001 census). Population total all countries: 2,423,540.","Indo-European, Indo-Iranian, Indo-Aryan, Southern zone, Konkani",Indo-European,"Konkani,,,,,",,Eurasia,,2014-12-22,,
Vineet_20140731_mal,Vineet__20140731,Manjusha_Raveendran_20140624,7/31/2014,vineet.png (https://dl.airtable.com/guLpmAQxRR2XdiAKDc7H_vineet.png),Vineet_s1_M_20140731_mal.jpg (https://dl.airtable.com/S4WgijkjRmetIAAPLAau_Vineet_s1_M_20140731_mal.jpg),mal,,Malayalam,,,,United States,7/31/2014,Public,Standard,,checked,,,,,1 checked out of 1,,,,,,1,checked,KBUq9opT7Zg,https://youtu.be/KBUq9opT7Zg,"33,000,000 in India (2001 census). Population total all countries: 33,550,900.","Dravidian, Southern, Tamil-Kannada, Tamil-Kodagu, Tamil-Malayalam, Malayalam",Dravidian,"Malayalam,,,,,",,Eurasia,,2014-12-22,,
Ayesha_20140814_ben,Ayesha__20140814,Manjusha_Raveendran_20140624,8/14/2014,ayesha.png (https://dl.airtable.com/Ku2ZBRPfSWKtDL6PkDZ5_ayesha.png),Ayesha_s1_F_20140814_ben.png (https://dl.airtable.com/Ecf2rmBlQOK5nBYup6Ex_Ayesha_s1_F_20140814_ben.png),ben,,Bengali,,,,United States,8/14/2014,Public,Standard,,,,,,Get a free Bengali lesson with italki: http://promos.italki.com/wikitongues_ben,1 checked out of 1,checked,,Facebook,2016-12-5,,1,checked,Uq2x_P34bTQ,https://youtu.be/Uq2x_P34bTQ,"110,000,000 in Bangladesh (2001 census). Population total all countries: 193,261,200. L2 users: 140,000,000 in Bangladesh.","Indo-European, Indo-Iranian, Indo-Aryan, Eastern zone, Bengali-Assamese",Indo-European,"Bengali,,,,,",,Eurasia,,2014-12-22,,
Sai_20141026_tam,Sai__20141026,Manjusha_Raveendran_20140624,10/26/2014,Sai_s1_M_20141026_tam.png (https://dl.airtable.com/GpYR1V4rTxmIFjgatIvd_Sai_s1_M_20141026_tam.png),Sai_s1_M_20141026_tam.jpg (https://dl.airtable.com/cdcYDHsBTIammWbUSKL7_Sai_s1_M_20141026_tam.jpg),tam,,Tamil,,,,United States,10/26/2014,Public,Standard,,,,,,Get a free Tamil lesson with italki: http://promos.italki.com/wikitongues_tam,1 checked out of 1,checked,,,,,1,checked,fMRTimDnx4A,https://youtu.be/fMRTimDnx4A,"60,700,000 in India (2001 census). Population total all countries: 68,763,360. L2 users: 8,000,000 in India.","Dravidian, Southern, Tamil-Kannada, Tamil-Kodagu, Tamil-Malayalam, Tamil",Dravidian,"Tamil,,,,,",,Eurasia,,2014-12-22,,
Manjunath_20150620_kan,Manjunath__20150620,Manjusha_Raveendran_20140624,6/20/2015,manjunath.png (https://dl.airtable.com/32eQoCD9T3av0T11s0zr_manjunath.png),Manjunath_s1_M_20150620_kan.jpg (https://dl.airtable.com/n9VAtI2dQWe00l4nUtEP_Manjunath_s1_M_20150620_kan.jpg),kan,,Kannada,,,,United States,6/20/2015,Public,CC BY-NC 3.0,,checked,,,,,1 checked out of 1,,,,,,1,checked,753D2NuKgKU,https://youtu.be/753D2NuKgKU,"37,700,000 in India (2001 census). Population total all countries: 37,739,040. L2 users: 9,000,000 in India.","Dravidian, Southern, Tamil-Kannada, Kannada",Dravidian,"Kannada,,,,,",,Eurasia,,2014-12-22,,
Souleymane_20151201_sen+man+ara+fra,Souleymane__20151201,Maádu_Kiehne_,12/1/2015,Screen Shot 2016-03-18 at 6.11.32 PM.png (https://dl.airtable.com/8MqAHPYbSiqR0LoOQZHf_Screen%20Shot%202016-03-18%20at%206.11.32%20PM.png),"""Thumbnail - Souleymane speaking Mandingo, French, Arabic, and Senoufo.jpg (https://dl.airtable.com/KqmKrfTbRmqy6GtIpKjf_Thumbnail%20-%20Souleymane%20speaking%20Mandingo%2C%20French%2C%20Arabic%2C%20and%20Senoufo.jpg)""","sen,man,ara,fra",,"Sénoufo, Nanerigé, Mandingo, Arabic, French",,,,United States,3/1/2016,Public,Standard,,,,,,Get a free French lesson with italki: http://promos.italki.com/wikitongues_fra,4 checked out of 4,,16,,,,4,checked,eyPtlVS09RQ,https://youtu.be/eyPtlVS09RQ,"50,000 (1985 census)., Population total all languages: 6,496,300., Population total all languages: 236,748,330., 60,000,000 in France (ELDIA 2012). Population total all countries: 74,980,460.","Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Suppire-Mamara, Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Oïl, French",Niger-Congo,§,,"Africa, Africa, Eurasia, Eurasia, Eurasia, Americas, Eurasia, Eurasia",,2015-12-1,,
Joshi_20131201_epo,Joshi__20131201,Joshi__20131201,12/1/2013,Joshi_s1_M_20131201_epo.png (https://dl.airtable.com/miqgWJVS9iayJ0sOm8Z0_Joshi_s1_M_20131201_epo.png),Joshi_s1_M_20131201_epo.jpg (https://dl.airtable.com/tF5bekBSg2DFdkOATcEQ_Joshi_s1_M_20131201_epo.jpg),epo,,Esperanto,,,,United States,12/23/2013,Public,Standard,,,,,,Get a free Esperanto lesson with italki: http://promos.italki.com/wikitongues_epo,1 checked out of 1,checked,,,,,1,checked,Ynx3JxV5U6I,https://youtu.be/Ynx3JxV5U6I,"L2 users: 2,000,000 (Wiesenfeld 1999).",Constructed language,,"Esperanto,,,,,",,Eurasia,,2014-12-22,,
John_20160415_eng+spa+ell,John_Kazaklis_20160415,John_Kazaklis_20160415,4/15/2016,Screen Shot 2016-05-05 at 18.24.03.png (https://dl.airtable.com/0KYDoy2CQXagdeFNx55V_Screen%20Shot%202016-05-05%20at%2018.24.03.png),John_s3_M_20160415_eng+spa+ell.jpg (https://dl.airtable.com/IS9TTzLgTBiEnhgJQHEe_John_s3_M_20160415_eng%2Bspa%2Bell.jpg),"eng,spa,ell",,"English, Spanish, Greek",,,,United States,5/7/2016,Public,CC BY-SA 4.0,checked,,,"In English, John discusses his name and where he was born, as well as where his parents were born. In the Spanish, he discusses his family's roots in Bolivia and how he and his siblings learned Spanish at home. In Greek, he talks about where he is from, where in Greece his father is from, and the origin of his grandparents, who were Greek refugees from Northern Thrace (present day Bulgaria) and Eastern Thrace (present day Turkey).",,"Get a free English lesson with italki: http://promos.italki.com/wikitongues_eng, Get a free Spanish lesson with italki: http://promos.italki.com/wikitongues_spa",3 checked out of 3,,,,,,3,checked,lxQjwbUiM9w,https://youtu.be/lxQjwbUiM9w,"55,600,000 in United Kingdom (ELDIA 2012). Population total all countries: 335,148,868. L2 users: 1,500,000 in United Kingdom (Crystal 2003). L2 users worldwide: 505,000,000., 38,400,000 in Spain (ELDIA 2012). Population total all countries: 414,170,030. L2 users: 7,490,000 in Spain (ELDIA 2006)., 10,700,000 in Greece (ELDIA 2012). Population total all countries: 13,432,940.","Indo-European, Germanic, West, English, Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Castilian, Indo-European, Greek, Attic",Indo-European,§,,"Eurasia, Eurasia, Eurasia, Eurasia, Eurasia, Eurasia",,2016-4-18,,
Ioanna_20150128_ell,Ioanna__20150128,Ioanna__20150128,1/28/2015,ionna-ell-thumb-raw.png (https://dl.airtable.com/qhvlUAZ8RkGHjuQD6VRv_ionna-ell-thumb-raw.png),Ioanna_s1_F_20150128_ell.png (https://dl.airtable.com/9BmW42jtRUqUyc8ZI0ur_Ioanna_s1_F_20150128_ell.png),ell,"ell,spa,eng",Greek,,,,United States,2/5/2015,Public,CC BY-NC 3.0,,,,,,,1 checked out of 1,,,Facebook,2017-10-4,https://www.facebook.com/wikitongues/videos/1574423579288830/,1,checked,mQyL3LgJwXA,https://youtu.be/mQyL3LgJwXA,"10,700,000 in Greece (ELDIA 2012). Population total all countries: 13,432,940.","Indo-European, Greek, Attic",Indo-European,"Greek,,,,,",,"Eurasia, Eurasia",,2015-2-7,,
Hiljiardo_20140614_epo,Hiljiardo__20140614,Hiljiardo__20140614,6/14/2014,hiliard.png (https://dl.airtable.com/O5a6uaotQ6B9OCQl29hC_hiliard.png),Hiljiardo_s1_M_20140614_epo.jpg (https://dl.airtable.com/6PEiCUSKRMWVsjvoWK7o_Hiljiardo_s1_M_20140614_epo.jpg),epo,,Esperanto,,,,United States,8/7/2014,Public,Standard,,checked,"Saluton. Mia nomo estas Hiljardo, en Esperanto, kaj mi parolis Esperanton dum du monatoj. Mi havas dek kvar de jaroj. Mi lernis Esperanton por lerni pri aliaj kulturoj kaj aliaj popoloj. Esperanto helpas min multe. Mi ofte konversacias kun homoj de la mondo. Mi loĝas en Konektikuto en Usono. Mi amas lerni pri lingvoj kaj historio. Mi ankaŭ parolas anglan lingvon, francan lingvon, rusan lingvon, nederlandan lingvon, kaj afrikanson. Mi amas lerni novajn lingvojn , ĉar ĝi estas sana, kaj ĝi estas bona ekzerco por la cerbo. Dankon por rigardi.
","Hi. Mi name is “Hiljardo” [Hilliard], in Esperanto, and I have spoken Esperanto for two months. I am fourteen years old. I learned Esperanto to learn about foreign cultures and foreign peoples. Esperanto helps me a lot. I often converse with people from the world. I live in Connecticut in the United States of America. I like to learn about languages and history. I also speak English, French, Russian, Dutch, and Afrikaans. I like to learn new languages, because it is healthy, and it is a good exercise for the brain. Thanks for watching.",,Get a free Esperanto lesson with italki: http://promos.italki.com/wikitongues_epo,1 checked out of 1,checked,,,,,1,checked,TotFWZLrQAY,https://youtu.be/TotFWZLrQAY,"L2 users: 2,000,000 (Wiesenfeld 1999).",Constructed language,,"Esperanto,,,,,",,Eurasia,,2014-12-22,,
Hassan_20150219_chr,Hassan__20150219,Hassan__20150219,2/19/2015,hassan-chr-thumb-raw.png (https://dl.airtable.com/EPZ6YIAQFGK5NC5ca2X0_hassan-chr-thumb-raw.png),Hassan_s1_M_20150219_chr.jpg (https://dl.airtable.com/cqI5GeP7RP6d4DCONWGo_Hassan_s1_M_20150219_chr.jpg),chr,,Cherokee,,,,United States,2/19/2015,Public,CC BY-NC 3.0,,,,,,,1 checked out of 1,,,Facebook,2016-8-2,https://www.facebook.com/wikitongues/videos/vb.408106989253834/1161003630630829/?type=2&theater,1,checked,6QWwVtNHmuM,https://youtu.be/6QWwVtNHmuM,"10,400 (2010 census). Spoken by 10,000 of the 122,000 member Cherokee Nation in Oklahoma, by 1,000 of the 10,000 Eastern Band of Cherokees in North Carolina, by a high percentage of the 7,500 members of the United Keetoowah Band of Oklahoma and Arkansas (Golla 2007). 130 monolinguals. Ethnic population: 140,000 (Golla 2007).",Iroquoian,,"Cherokee,,,,,",,Americas,,2015-2-19,,
Joanne_20170609_eng+-sgl,Joanne_Poh_20170609,Fiel_Sahir_20170609,6/9/2017,,,"eng,-sgl",,"English, Singlish",,,,United States,,To Upload,CC BY-NC 3.0,,,,,,Get a free English lesson with italki: http://promos.italki.com/wikitongues_eng,2 checked out of 2,,,,,,2,,,No ID,"55,600,000 in United Kingdom (ELDIA 2012). Population total all countries: 335,148,868. L2 users: 1,500,000 in United Kingdom (Crystal 2003). L2 users worldwide: 505,000,000.","Indo-European, Germanic, West, English",Indo-European,,,"Eurasia, Eurasia, Eurasia",,2017-6-22,,
Carolien_20170609_lim,Carolien_Caspers_20170609,Fiel_Sahir_20170609,6/9/2017,Carolien_20170609_lim.png (https://dl.airtable.com/7lsPSwaITmG2vE7mZTRZ_Carolien_20170609_lim.png),Carolien_20170609_lim.png (https://dl.airtable.com/gjrzl5KGRzG69OghBqsI_Carolien_20170609_lim.png),lim,,Limburgish,,,,United States,7/18/2017,Public,CC BY-SA 4.0,,,,,Be sure to credit (http://Between3worlds.com) when attributing this video.,,1 checked out of 1,,,,,,1,,,No ID,"700,000 in Netherlands (2001). Population total all countries: 1,300,000.","Indo-European, Germanic, West, High German, German, Middle German, West Middle German, Rhenisch Franconian",Indo-European,§Limburgish,"This video was recorded by Fiel Sahir in Bratislava, Slovakia, where he and Carolien met at the 2017 Polyglot Gathering. Limburgish is spoken by as many as 1.6 million people, primarily in the Western European regions of Limburg and Rhineland, along the shared borders of Germany, Belgium, and the Netherlands. A Germanic member of the Indo-European language family, Limburgish can be more specifically considered a Low-Franconian language, as it is most closely related to Dutch, Zeelandic, and Afrikaans. It is most widely spoken in the Netherlands, where it is protected as a regional minority language. Despite an absence of much literature, Limburgish is used in poetry in music.",Eurasia,,2017-6-9,,
Michael_20170609_slk,Michael_Nejeschleba_20170609,Fiel_Sahir_20170609,6/9/2017,Michael_20170609_slk.png (https://dl.airtable.com/wOhfAIUTyqrTmQxpZ1cQ_Michael_20170609_slk.png),Michael_20170609_slk.png (https://dl.airtable.com/b5ZRXrBSFp3MsmuUFQL8_Michael_20170609_slk.png),slk,,Slovak,,,,United States,7/29/2017,Public,CC BY-NC 3.0,,,,,Be sure to credit (http://Between3worlds.com) when attributing this video.,Get a free Slovak lesson with italki: http://promos.italki.com/wikitongues_slk,1 checked out of 1,,,,,,1,,qW0GpWnioTQ,https://youtu.be/qW0GpWnioTQ,"4,750,000 in Slovakia (ELDIA 2012). Population total all countries: 5,187,740.","Indo-European, Slavic, West, Czech-Slovak",Indo-European,§Slovak,"This video was recorded by Fiel Sahir in Bratislava, Slovakia, where he and Michael met at the 2017 Polyglot Gathering. Slovak is spoken by as many as 5.2 million people, primarily in Slovakia, where it is nationally official, as well as other countries in Eastern Europe, such as Serbia and the Czech Republic, where Slovak is a recognized minority language. A Slavic member of the Indo-European family of languages, Slovak was first standardized in the 1840s by the cultural activist Ľudovít Štúr, upon whose work the language's modern orthography is based. It is written with a unique variety of the Latin alphabet.",Eurasia,,2017-6-22,,
Tetree_20160802_gyn+eng,Tetree__20160802,Elise_Lieberman_20160622,8/2/2016,Screen Shot 2016-08-19 at 12.41.03.png (https://dl.airtable.com/XZizEwJFSEinq0KufiAJ_Screen%20Shot%202016-08-19%20at%2012.41.03.png),Tetree_s2_F_20160802_gyn+eng.jpg (https://dl.airtable.com/rMU7ux9fQDWIBt3hMXMG_Tetree_s2_F_20160802_gyn%2Beng.jpg),"gyn,eng",,"Guyanese Creole English, English",,,,United States,8/23/2016,Public,CC BY-NC 3.0,checked,,,,,Get a free English lesson with italki: http://promos.italki.com/wikitongues_eng,2 checked out of 2,,,Facebook,2017-2-8,https://www.facebook.com/wikitongues/videos/1351447484919775/,2,,Km_FjVNn5tY,https://youtu.be/Km_FjVNn5tY,"650,000 in Guyana. 250,000 Blacks and 400,000 Hindustanis. Population total all countries: 700,000., 55,600,000 in United Kingdom (ELDIA 2012). Population total all countries: 335,148,868. L2 users: 1,500,000 in United Kingdom (Crystal 2003). L2 users worldwide: 505,000,000.","English Creole, Atlantic, Eastern, Southern, Indo-European, Germanic, West, English",English Creole,§,,"Americas, Eurasia, Eurasia",,2016-8-5,,
Rose_20160722_hat,Rose__20160722,Elise_Lieberman_20160622,7/22/2016,Screen Shot 2016-09-15 at 12.53.48.png (https://dl.airtable.com/37Rep3onRt25WrcUPNjW_Screen%20Shot%202016-09-15%20at%2012.53.48.png),Rose_s1_F_20160722_hat.jpg (https://dl.airtable.com/IRoBJETUR1CfeMHg0Gz3_Rose_s1_F_20160722_hat.jpg),hat,,Haitian,,,,United States,9/22/2016,Public,CC BY-NC 3.0,checked,,,,,Get a free Haitian lesson with italki: http://promos.italki.com/wikitongues_hat,1 checked out of 1,,,,,,1,,16uK2Gbyk2k,https://youtu.be/16uK2Gbyk2k,"6,960,000 in Haiti (2001). Population total all countries: 7,731,240.",French Creole,,§,,Americas,,2016-8-5,,
Sandra_20160802_gyn+eng,Sandra__20160802,Elise_Lieberman_20160622,8/2/2016,Screen Shot 2016-10-06 at 15.36.16.png (https://dl.airtable.com/mcmYT7OZSp6P0MBmwtn4_Screen%20Shot%202016-10-06%20at%2015.36.16.png),Sandra_s2_F_20160802_gyn+eng.jpg (https://dl.airtable.com/xbtPyFfzR62EMreNTSmA_Sandra_s2_F_20160802_gyn%2Beng.jpg),"gyn,eng",,"Guyanese Creole English, English",,,,United States,10/6/2016,Public,CC BY-NC 3.0,checked,,,,,Get a free English lesson with italki: http://promos.italki.com/wikitongues_eng,2 checked out of 2,,,,,,2,,JUa_phPM77s,https://youtu.be/JUa_phPM77s,"650,000 in Guyana. 250,000 Blacks and 400,000 Hindustanis. Population total all countries: 700,000., 55,600,000 in United Kingdom (ELDIA 2012). Population total all countries: 335,148,868. L2 users: 1,500,000 in United Kingdom (Crystal 2003). L2 users worldwide: 505,000,000.","English Creole, Atlantic, Eastern, Southern, Indo-European, Germanic, West, English",English Creole,§,,"Americas, Eurasia, Eurasia",,2016-8-5,,
Margaret_20160806_hat,Margaret__20160806,Elise_Lieberman_20160622,8/6/2016,Screen Shot 2017-12-07 at 7.05.06 PM.png (https://dl.airtable.com/V3UOVatQ5SJV10BTdgj9_Screen%20Shot%202017-12-07%20at%207.05.06%20PM.png),Margaret_20160806_hat.jpg (https://dl.airtable.com/idIAgafyT3qSpvDwE3Yp_Margaret_20160806_hat.jpg),hat,,Haitian,,,,United States,12/28/2017,Public,CC BY-NC 3.0,,,,,,Get a free Haitian lesson with italki: http://promos.italki.com/wikitongues_hat,1 checked out of 1,,,,,,1,,J0Yx_sLr6Vo,https://youtu.be/J0Yx_sLr6Vo,"6,960,000 in Haiti (2001). Population total all countries: 7,731,240.",French Creole,,§,"This video was recorded by Elise Lieberman in New York City, USA, where she and Margaret met. Haitian Creole, known more commonly by its speakers as Krèyol, is spoken by as many as 12 million people, primarily in the Caribbean nation of Haiti, where it is co-official alongside French, as well as by diaspora communities worldwide. A French Creole language, Haitian emerged in the 17th century CE as a lingua franca among enslaved West Africans, who hailed from a myriad of language communities. It bears close resemblance to other Caribbean creoles, including Louisiana Creole French and the Antillean languages of Guadeloupe, Saint Lucia, and Dominica. Historically a spoken language only, there has been a shift toward its inclusion in the literary and political spheres since the turn of the 21st century. ",Americas,,2016-8-6,,
Freddie_20130218_por,Freddie_Andrade_,"Freddie_Andrade_,Daniel_BogreUdell_20130101",2/18/2013,freddie-por-thumb-raw.png (https://dl.airtable.com/4GG3wVdbQva9ZfSZFQ3q_freddie-por-thumb-raw.png),Freddie_s1_M_20130218_por.jpg (https://dl.airtable.com/EF3VILSdROCj6TEH4spt_Freddie_s1_M_20130218_por.jpg),por,,Portuguese,,,,United States,2/18/2013,Public,Standard,,checked,,,,Get a free Portuguese lesson with italki: http://promos.italki.com/wikitongues_por,1 checked out of 1,checked,,,,,1,checked,iWRrLD7H98s,https://youtu.be/iWRrLD7H98s,"10,000,000 in Portugal (ELDIA 2012). Population total all countries: 203,349,200.","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician",Indo-European,"Portuguese,,,,,",,"Eurasia, Eurasia",,2014-12-22,,
Javier_20130303_nhn+spa,Javier__20130303,"Freddie_Andrade_,Daniel_BogreUdell_20130101",3/3/2013,Javier_s2_M_20130303_nhn+spa.png (https://dl.airtable.com/u3XPAjadQR8Ku6J7oAdI_Javier_s2_M_20130303_nhn%2Bspa.png),Javier_s2_M_20130303_nhn+spa.jpg (https://dl.airtable.com/nJW0CurnRB2QGXxetOqj_Javier_s2_M_20130303_nhn%2Bspa.jpg),"nhn,spa",,"Nahuatl, Central, Spanish","Nahuatl,Spanish",,,United States,3/3/2013,Public,Standard,,checked,,,,Get a free Spanish lesson with italki: http://promos.italki.com/wikitongues_spa,2 checked out of 2,checked,,,,,2,checked,WQ4W-UqaaMo,https://youtu.be/WQ4W-UqaaMo,"40,000 (1980 census). All Nahuatl variety speakers: 1,380,000. 1,000 monolinguals (1990 census). Ethnic population: 63,000 (1986)., 38,400,000 in Spain (ELDIA 2012). Population total all countries: 414,170,030. L2 users: 7,490,000 in Spain (ELDIA 2006).","Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan, Core Nahua, Nahuatl, Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Castilian",Uto-Aztecan,"Nahuatl,Spanish,,,,",,"Americas, Eurasia, Eurasia",,2014-12-22,,
